UserID,PaymentDate,PaymentAmount
40,2023-10-22,19.99
40,2023-11-21,19.99
41,2022-04-25,15.99
41,2022-05-25,15.99
41,2022-06-24,15.99
41,2022-07-24,15.99
41,2022-08-23,15.99
41,2022-09-22,15.99
41,2022-10-22,15.99
41,2022-11-21,15.99
41,2022-12-21,15.99
41,2023-01-20,15.99
41,2023-02-19,15.99
41,2023-03-21,15.99
41,2023-04-20,15.99
41,2023-05-20,15.99
41,2023-06-19,15.99
42,2022-04-15,15.99
43,2022-07-15,15.99
43,2022-08-14,15.99
43,2022-09-13,15.99
43,2022-10-13,15.99
43,2022-11-12,15.99
43,2022-12-12,15.99
43,2023-01-11,15.99
43,2023-02-10,15.99
43,2023-03-12,15.99
43,2023-04-11,15.99
43,2023-05-11,15.99
43,2023-06-10,15.99
43,2023-07-10,15.99
43,2023-08-09,15.99
43,2023-09-08,15.99
43,2023-10-08,15.99
43,2023-11-07,15.99
43,2023-12-07,15.99
43,2024-01-06,15.99
44,2022-11-10,19.99
44,2022-12-10,19.99
44,2023-01-09,19.99
44,2023-02-08,19.99
44,2023-03-10,19.99
44,2023-04-09,19.99
44,2023-05-09,19.99
44,2023-06-08,19.99
44,2023-07-08,19.99
44,2023-08-07,19.99
44,2023-09-06,19.99
44,2023-10-06,19.99
44,2023-11-05,19.99
44,2023-12-05,19.99
44,2024-01-04,19.99
44,2024-02-03,19.99
44,2024-03-04,19.99
44,2024-04-03,19.99
44,2024-05-03,19.99
44,2024-06-02,19.99
44,2024-07-02,19.99
44,2024-08-01,19.99
45,2022-04-24,9.99
45,2022-05-24,9.99
45,2022-06-23,9.99
45,2022-07-23,9.99
45,2022-08-22,9.99
46,2022-03-16,19.99
46,2022-04-15,19.99
46,2022-05-15,19.99
46,2022-06-14,19.99
46,2022-07-14,19.99
46,2022-08-13,19.99
46,2022-09-12,19.99
46,2022-10-12,19.99
46,2022-11-11,19.99
46,2022-12-11,19.99
46,2023-01-10,19.99
46,2023-02-09,19.99
46,2023-03-11,19.99
46,2023-04-10,19.99
46,2023-05-10,19.99
46,2023-06-09,19.99
46,2023-07-09,19.99
46,2023-08-08,19.99
47,2022-08-05,15.99
47,2022-09-04,15.99
47,2022-10-04,15.99
47,2022-11-03,15.99
47,2022-12-03,15.99
47,2023-01-02,15.99
47,2023-02-01,15.99
47,2023-03-03,15.99
47,2023-04-02,15.99
47,2023-05-02,15.99
47,2023-06-01,15.99
47,2023-07-01,15.99
47,2023-07-31,15.99
47,2023-08-30,15.99
47,2023-09-29,15.99
47,2023-10-29,15.99
48,2022-10-04,15.99
48,2022-11-03,15.99
48,2022-12-03,15.99
48,2023-01-02,15.99
48,2023-02-01,15.99
48,2023-03-03,15.99
48,2023-04-02,15.99
48,2023-05-02,15.99
48,2023-06-01,15.99
48,2023-07-01,15.99
48,2023-07-31,15.99
48,2023-08-30,15.99
49,2022-09-06,19.99
49,2022-10-06,19.99
49,2022-11-05,19.99
49,2022-12-05,19.99
49,2023-01-04,19.99
49,2023-02-03,19.99
50,2022-06-13,9.99
50,2022-07-13,9.99
50,2022-08-12,9.99
50,2022-09-11,9.99
50,2022-10-11,9.99
50,2022-11-10,9.99
50,2022-12-10,9.99
50,2023-01-09,9.99
51,2022-12-23,9.99
51,2023-01-22,9.99
52,2022-07-11,15.99
52,2022-08-10,15.99
52,2022-09-09,15.99
52,2022-10-09,15.99
52,2022-11-08,15.99
52,2022-12-08,15.99
52,2023-01-07,15.99
52,2023-02-06,15.99
52,2023-03-08,15.99
52,2023-04-07,15.99
52,2023-05-07,15.99
52,2023-06-06,15.99
52,2023-07-06,15.99
52,2023-08-05,15.99
52,2023-09-04,15.99
53,2022-08-15,15.99
54,2022-06-26,19.99
54,2022-07-26,19.99
55,2022-04-09,9.99
55,2022-05-09,9.99
55,2022-06-08,9.99
55,2022-07-08,9.99
55,2022-08-07,9.99
55,2022-09-06,9.99
55,2022-10-06,9.99
55,2022-11-05,9.99
56,2022-02-05,9.99
56,2022-03-07,9.99
56,2022-04-06,9.99
56,2022-05-06,9.99
56,2022-06-05,9.99
56,2022-07-05,9.99
56,2022-08-04,9.99
56,2022-09-03,9.99
56,2022-10-03,9.99
56,2022-11-02,9.99
56,2022-12-02,9.99
56,2023-01-01,9.99
56,2023-01-31,9.99
56,2023-03-02,9.99
56,2023-04-01,9.99
56,2023-05-01,9.99
56,2023-05-31,9.99
56,2023-06-30,9.99
56,2023-07-30,9.99
56,2023-08-29,9.99
56,2023-09-28,9.99
56,2023-10-28,9.99
57,2022-04-06,15.99
57,2022-05-06,15.99
57,2022-06-05,15.99
57,2022-07-05,15.99
57,2022-08-04,15.99
57,2022-09-03,15.99
57,2022-10-03,15.99
57,2022-11-02,15.99
57,2022-12-02,15.99
57,2023-01-01,15.99
57,2023-01-31,15.99
57,2023-03-02,15.99
57,2023-04-01,15.99
57,2023-05-01,15.99
57,2023-05-31,15.99
58,2022-06-01,19.99
58,2022-07-01,19.99
58,2022-07-31,19.99
58,2022-08-30,19.99
58,2022-09-29,19.99
58,2022-10-29,19.99
58,2022-11-28,19.99
58,2022-12-28,19.99
58,2023-01-27,19.99
58,2023-02-26,19.99
58,2023-03-28,19.99
58,2023-04-27,19.99
59,2022-05-31,9.99
59,2022-06-30,9.99
59,2022-07-30,9.99
59,2022-08-29,9.99
59,2022-09-28,9.99
59,2022-10-28,9.99
59,2022-11-27,9.99
59,2022-12-27,9.99
60,2022-07-09,19.99
60,2022-08-08,19.99
60,2022-09-07,19.99
60,2022-10-07,19.99
60,2022-11-06,19.99
60,2022-12-06,19.99
60,2023-01-05,19.99
60,2023-02-04,19.99
60,2023-03-06,19.99
60,2023-04-05,19.99
60,2023-05-05,19.99
60,2023-06-04,19.99
60,2023-07-04,19.99
60,2023-08-03,19.99
60,2023-09-02,19.99
60,2023-10-02,19.99
60,2023-11-01,19.99
60,2023-12-01,19.99
60,2023-12-31,19.99
61,2022-08-12,19.99
62,2022-02-06,9.99
62,2022-03-08,9.99
62,2022-04-07,9.99
62,2022-05-07,9.99
62,2022-06-06,9.99
62,2022-07-06,9.99
62,2022-08-05,9.99
62,2022-09-04,9.99
62,2022-10-04,9.99
62,2022-11-03,9.99
62,2022-12-03,9.99
62,2023-01-02,9.99
62,2023-02-01,9.99
62,2023-03-03,9.99
62,2023-04-02,9.99
62,2023-05-02,9.99
62,2023-06-01,9.99
62,2023-07-01,9.99
62,2023-07-31,9.99
62,2023-08-30,9.99
63,2022-09-25,9.99
63,2022-10-25,9.99
63,2022-11-24,9.99
63,2022-12-24,9.99
63,2023-01-23,9.99
63,2023-02-22,9.99
63,2023-03-24,9.99
63,2023-04-23,9.99
64,2022-07-02,15.99
64,2022-08-01,15.99
64,2022-08-31,15.99
64,2022-09-30,15.99
64,2022-10-30,15.99
64,2022-11-29,15.99
64,2022-12-29,15.99
64,2023-01-28,15.99
64,2023-02-27,15.99
64,2023-03-29,15.99
64,2023-04-28,15.99
64,2023-05-28,15.99
64,2023-06-27,15.99
64,2023-07-27,15.99
64,2023-08-26,15.99
64,2023-09-25,15.99
64,2023-10-25,15.99
65,2022-01-13,9.99
65,2022-02-12,9.99
65,2022-03-14,9.99
65,2022-04-13,9.99
65,2022-05-13,9.99
65,2022-06-12,9.99
65,2022-07-12,9.99
65,2022-08-11,9.99
66,2022-10-06,15.99
66,2022-11-05,15.99
66,2022-12-05,15.99
66,2023-01-04,15.99
66,2023-02-03,15.99
66,2023-03-05,15.99
66,2023-04-04,15.99
66,2023-05-04,15.99
66,2023-06-03,15.99
66,2023-07-03,15.99
67,2022-08-05,19.99
67,2022-09-04,19.99
67,2022-10-04,19.99
67,2022-11-03,19.99
67,2022-12-03,19.99
67,2023-01-02,19.99
67,2023-02-01,19.99
67,2023-03-03,19.99
67,2023-04-02,19.99
68,2022-12-21,15.99
68,2023-01-20,15.99
68,2023-02-19,15.99
69,2022-12-27,19.99
69,2023-01-26,19.99
69,2023-02-25,19.99
69,2023-03-27,19.99
69,2023-04-26,19.99
69,2023-05-26,19.99
69,2023-06-25,19.99
70,2022-10-13,15.99
70,2022-11-12,15.99
70,2022-12-12,15.99
70,2023-01-11,15.99
70,2023-02-10,15.99
70,2023-03-12,15.99
70,2023-04-11,15.99
70,2023-05-11,15.99
70,2023-06-10,15.99
70,2023-07-10,15.99
70,2023-08-09,15.99
70,2023-09-08,15.99
70,2023-10-08,15.99
70,2023-11-07,15.99
70,2023-12-07,15.99
70,2024-01-06,15.99
70,2024-02-05,15.99
70,2024-03-06,15.99
70,2024-04-05,15.99
70,2024-05-05,15.99
70,2024-06-04,15.99
71,2022-09-30,15.99
71,2022-10-30,15.99
71,2022-11-29,15.99
71,2022-12-29,15.99
71,2023-01-28,15.99
71,2023-02-27,15.99
71,2023-03-29,15.99
71,2023-04-28,15.99
71,2023-05-28,15.99
71,2023-06-27,15.99
71,2023-07-27,15.99
71,2023-08-26,15.99
71,2023-09-25,15.99
71,2023-10-25,15.99
71,2023-11-24,15.99
71,2023-12-24,15.99
71,2024-01-23,15.99
71,2024-02-22,15.99
71,2024-03-23,15.99
71,2024-04-22,15.99
72,2022-03-03,15.99
72,2022-04-02,15.99
72,2022-05-02,15.99
73,2022-03-25,15.99
73,2022-04-24,15.99
73,2022-05-24,15.99
73,2022-06-23,15.99
73,2022-07-23,15.99
73,2022-08-22,15.99
73,2022-09-21,15.99
73,2022-10-21,15.99
73,2022-11-20,15.99
73,2022-12-20,15.99
73,2023-01-19,15.99
73,2023-02-18,15.99
73,2023-03-20,15.99
73,2023-04-19,15.99
73,2023-05-19,15.99
73,2023-06-18,15.99
73,2023-07-18,15.99
73,2023-08-17,15.99
73,2023-09-16,15.99
73,2023-10-16,15.99
73,2023-11-15,15.99
73,2023-12-15,15.99
73,2024-01-14,15.99
74,2022-08-05,15.99
74,2022-09-04,15.99
75,2022-12-08,19.99
75,2023-01-07,19.99
75,2023-02-06,19.99
75,2023-03-08,19.99
75,2023-04-07,19.99
75,2023-05-07,19.99
75,2023-06-06,19.99
75,2023-07-06,19.99
75,2023-08-05,19.99
75,2023-09-04,19.99
75,2023-10-04,19.99
75,2023-11-03,19.99
75,2023-12-03,19.99
75,2024-01-02,19.99
75,2024-02-01,19.99
75,2024-03-02,19.99
75,2024-04-01,19.99
75,2024-05-01,19.99
75,2024-05-31,19.99
75,2024-06-30,19.99
75,2024-07-30,19.99
75,2024-08-29,19.99
76,2022-07-06,19.99
76,2022-08-05,19.99
76,2022-09-04,19.99
76,2022-10-04,19.99
76,2022-11-03,19.99
76,2022-12-03,19.99
76,2023-01-02,19.99
76,2023-02-01,19.99
76,2023-03-03,19.99
76,2023-04-02,19.99
76,2023-05-02,19.99
76,2023-06-01,19.99
76,2023-07-01,19.99
76,2023-07-31,19.99
76,2023-08-30,19.99
76,2023-09-29,19.99
77,2022-01-19,19.99
77,2022-02-18,19.99
77,2022-03-20,19.99
77,2022-04-19,19.99
77,2022-05-19,19.99
77,2022-06-18,19.99
77,2022-07-18,19.99
77,2022-08-17,19.99
77,2022-09-16,19.99
77,2022-10-16,19.99
77,2022-11-15,19.99
78,2022-06-26,15.99
78,2022-07-26,15.99
78,2022-08-25,15.99
78,2022-09-24,15.99
78,2022-10-24,15.99
78,2022-11-23,15.99
78,2022-12-23,15.99
78,2023-01-22,15.99
78,2023-02-21,15.99
78,2023-03-23,15.99
78,2023-04-22,15.99
78,2023-05-22,15.99
78,2023-06-21,15.99
78,2023-07-21,15.99
78,2023-08-20,15.99
78,2023-09-19,15.99
78,2023-10-19,15.99
79,2022-04-10,15.99
79,2022-05-10,15.99
79,2022-06-09,15.99
79,2022-07-09,15.99
79,2022-08-08,15.99
79,2022-09-07,15.99
80,2022-08-21,19.99
80,2022-09-20,19.99
80,2022-10-20,19.99
80,2022-11-19,19.99
80,2022-12-19,19.99
81,2022-03-17,15.99
81,2022-04-16,15.99
81,2022-05-16,15.99
81,2022-06-15,15.99
81,2022-07-15,15.99
81,2022-08-14,15.99
81,2022-09-13,15.99
81,2022-10-13,15.99
82,2022-09-22,19.99
82,2022-10-22,19.99
82,2022-11-21,19.99
82,2022-12-21,19.99
82,2023-01-20,19.99
82,2023-02-19,19.99
82,2023-03-21,19.99
82,2023-04-20,19.99
82,2023-05-20,19.99
82,2023-06-19,19.99
82,2023-07-19,19.99
82,2023-08-18,19.99
82,2023-09-17,19.99
82,2023-10-17,19.99
82,2023-11-16,19.99
83,2022-10-11,9.99
83,2022-11-10,9.99
83,2022-12-10,9.99
83,2023-01-09,9.99
83,2023-02-08,9.99
83,2023-03-10,9.99
83,2023-04-09,9.99
83,2023-05-09,9.99
83,2023-06-08,9.99
83,2023-07-08,9.99
83,2023-08-07,9.99
83,2023-09-06,9.99
83,2023-10-06,9.99
83,2023-11-05,9.99
83,2023-12-05,9.99
83,2024-01-04,9.99
83,2024-02-03,9.99
84,2022-07-25,15.99
84,2022-08-24,15.99
84,2022-09-23,15.99
84,2022-10-23,15.99
84,2022-11-22,15.99
84,2022-12-22,15.99
84,2023-01-21,15.99
84,2023-02-20,15.99
84,2023-03-22,15.99
84,2023-04-21,15.99
84,2023-05-21,15.99
84,2023-06-20,15.99
84,2023-07-20,15.99
84,2023-08-19,15.99
84,2023-09-18,15.99
85,2022-08-11,15.99
85,2022-09-10,15.99
85,2022-10-10,15.99
85,2022-11-09,15.99
85,2022-12-09,15.99
85,2023-01-08,15.99
85,2023-02-07,15.99
85,2023-03-09,15.99
85,2023-04-08,15.99
85,2023-05-08,15.99
85,2023-06-07,15.99
85,2023-07-07,15.99
85,2023-08-06,15.99
85,2023-09-05,15.99
85,2023-10-05,15.99
85,2023-11-04,15.99
85,2023-12-04,15.99
85,2024-01-03,15.99
85,2024-02-02,15.99
85,2024-03-03,15.99
86,2022-02-21,9.99
86,2022-03-23,9.99
86,2022-04-22,9.99
86,2022-05-22,9.99
86,2022-06-21,9.99
86,2022-07-21,9.99
86,2022-08-20,9.99
86,2022-09-19,9.99
86,2022-10-19,9.99
86,2022-11-18,9.99
86,2022-12-18,9.99
86,2023-01-17,9.99
86,2023-02-16,9.99
86,2023-03-18,9.99
86,2023-04-17,9.99
86,2023-05-17,9.99
87,2022-12-05,9.99
87,2023-01-04,9.99
87,2023-02-03,9.99
87,2023-03-05,9.99
87,2023-04-04,9.99
87,2023-05-04,9.99
87,2023-06-03,9.99
87,2023-07-03,9.99
87,2023-08-02,9.99
88,2022-05-24,9.99
88,2022-06-23,9.99
88,2022-07-23,9.99
88,2022-08-22,9.99
88,2022-09-21,9.99
88,2022-10-21,9.99
88,2022-11-20,9.99
88,2022-12-20,9.99
88,2023-01-19,9.99
88,2023-02-18,9.99
88,2023-03-20,9.99
88,2023-04-19,9.99
88,2023-05-19,9.99
