UserID,InteractionDate,InteractionType,ContentGenre
17,2022-09-27,Content View,Thriller
17,2023-05-11,Help Request,
17,2023-03-31,Help Request,
17,2023-03-20,Content View,Drama
17,2022-10-08,Content View,Romance
17,2023-02-11,Content View,Thriller
17,2022-11-19,Content View,Action
17,2023-01-03,Help Request,
18,2022-11-04,Content View,Comedy
18,2022-09-05,Content View,Action
18,2022-06-07,Help Request,
18,2022-09-06,Help Request,
18,2022-11-13,Content View,Horror
18,2022-09-12,Help Request,
18,2022-07-29,Content View,Documentary
18,2022-11-22,Help Request,
18,2022-07-02,Help Request,
18,2022-06-07,Content View,Documentary
18,2023-01-03,Help Request,
18,2022-09-23,Help Request,
18,2022-02-09,Help Request,
18,2023-01-08,Content View,Horror
19,2022-12-01,Help Request,
19,2023-06-20,Content View,Horror
19,2022-09-21,Content View,Comedy
19,2023-01-06,Content View,Horror
19,2023-01-31,Content View,Comedy
19,2022-10-19,Help Request,
19,2022-11-19,Help Request,
19,2022-11-10,Content View,Drama
19,2022-09-11,Content View,Drama
19,2023-04-25,Help Request,
19,2023-04-12,Content View,Action
19,2023-04-10,Help Request,
20,2022-06-02,Help Request,
20,2022-06-18,Content View,Comedy
20,2022-11-16,Help Request,
20,2022-10-19,Help Request,
20,2022-06-12,Content View,Drama
20,2022-09-26,Content View,Thriller
20,2022-06-22,Content View,Thriller
20,2022-09-16,Content View,Action
20,2023-02-28,Help Request,
20,2022-07-21,Help Request,
20,2022-08-20,Help Request,
20,2022-04-29,Help Request,
20,2022-07-01,Content View,Drama
20,2023-01-14,Content View,Thriller
20,2023-03-07,Content View,Romance
20,2023-02-14,Content View,Drama
20,2022-11-09,Content View,Drama
20,2022-06-25,Help Request,
21,2023-02-14,Content View,Action
21,2023-08-06,Content View,Drama
21,2023-07-26,Help Request,
21,2023-07-12,Help Request,
21,2023-01-04,Help Request,
21,2023-06-18,Content View,Romance
21,2023-08-20,Help Request,
21,2023-06-16,Content View,Thriller
21,2023-07-03,Help Request,
21,2023-07-25,Help Request,
21,2023-01-19,Content View,Comedy
22,2022-11-30,Content View,Comedy
22,2023-09-18,Content View,Horror
22,2023-09-14,Help Request,
22,2023-08-16,Content View,Horror
22,2023-10-10,Help Request,
22,2023-11-17,Content View,Action
22,2022-12-09,Content View,Action
22,2023-10-20,Content View,Thriller
22,2023-03-22,Content View,Drama
22,2023-09-06,Content View,Action
22,2023-08-16,Help Request,
22,2023-08-22,Content View,Romance
22,2023-08-20,Help Request,
22,2023-10-18,Content View,Documentary
22,2023-01-09,Help Request,
22,2022-12-15,Content View,Horror
22,2023-04-23,Content View,Comedy
22,2023-04-25,Help Request,
22,2022-11-20,Content View,Thriller
22,2023-03-30,Help Request,
22,2023-10-29,Help Request,
22,2023-08-08,Content View,Documentary
22,2023-01-31,Content View,Thriller
22,2023-04-26,Content View,Horror
22,2023-09-26,Content View,Comedy
22,2023-09-12,Help Request,
22,2022-12-24,Help Request,
22,2023-08-08,Help Request,
22,2023-05-09,Help Request,
23,2023-03-02,Content View,Action
23,2022-07-24,Content View,Romance
23,2022-07-01,Content View,Romance
23,2022-10-11,Content View,Comedy
23,2022-03-14,Content View,Comedy
23,2022-07-04,Content View,Comedy
23,2022-05-16,Help Request,
23,2022-09-29,Content View,Comedy
23,2023-02-15,Content View,Documentary
23,2022-04-24,Help Request,
23,2022-03-24,Help Request,
23,2022-05-04,Content View,Comedy
23,2023-02-13,Help Request,
23,2022-08-16,Help Request,
23,2022-11-02,Content View,Horror
23,2022-04-23,Content View,Documentary
23,2022-10-17,Content View,Horror
24,2022-11-13,Help Request,
24,2023-04-05,Content View,Action
24,2022-11-23,Content View,Comedy
24,2022-09-02,Content View,Thriller
24,2023-02-25,Content View,Comedy
24,2023-05-02,Content View,Horror
24,2022-09-09,Help Request,
24,2023-05-05,Help Request,
24,2022-10-19,Content View,Drama
24,2023-02-12,Content View,Horror
24,2023-03-23,Help Request,
24,2023-04-14,Content View,Documentary
24,2023-01-20,Help Request,
24,2022-07-28,Help Request,
24,2022-11-30,Content View,Romance
24,2022-07-22,Help Request,
24,2023-01-31,Content View,Documentary
24,2022-08-28,Help Request,
24,2023-06-04,Content View,Romance
24,2022-12-29,Content View,Drama
24,2023-04-28,Help Request,
24,2022-06-21,Help Request,
24,2022-07-13,Help Request,
24,2022-11-12,Help Request,
24,2023-02-01,Help Request,
25,2023-01-31,Help Request,
25,2023-09-21,Content View,Comedy
25,2023-08-11,Help Request,
25,2023-10-17,Help Request,
25,2023-06-28,Help Request,
25,2023-08-10,Help Request,
25,2023-06-22,Content View,Comedy
25,2023-09-07,Help Request,
25,2023-08-16,Help Request,
25,2023-09-21,Help Request,
25,2022-12-31,Content View,Thriller
25,2023-09-08,Content View,Drama
25,2023-10-02,Help Request,
25,2023-03-11,Help Request,
25,2023-05-02,Content View,Horror
25,2022-12-07,Content View,Documentary
25,2023-04-10,Help Request,
25,2022-11-28,Help Request,
25,2022-12-25,Content View,Horror
25,2023-11-08,Content View,Romance
25,2022-11-30,Help Request,
25,2023-11-20,Help Request,
26,2022-12-29,Content View,Romance
26,2022-07-10,Help Request,
26,2022-09-30,Help Request,
26,2022-07-22,Content View,Documentary
26,2022-03-21,Help Request,
26,2022-09-25,Content View,Romance
26,2022-11-30,Content View,Horror
26,2022-06-05,Content View,Comedy
26,2023-02-07,Content View,Comedy
26,2022-10-18,Content View,Drama
26,2023-01-08,Content View,Documentary
26,2022-08-20,Content View,Comedy
26,2022-08-26,Help Request,
26,2022-12-19,Help Request,
26,2022-07-04,Help Request,
26,2022-12-24,Content View,Documentary
27,2022-02-24,Content View,Drama
27,2022-03-26,Help Request,
27,2022-05-05,Content View,Action
27,2022-07-20,Help Request,
27,2022-07-20,Help Request,
27,2022-06-26,Content View,Horror
27,2022-02-26,Content View,Horror
27,2022-07-25,Help Request,
27,2023-01-25,Help Request,
27,2022-09-06,Help Request,
27,2022-10-26,Help Request,
27,2022-03-09,Help Request,
27,2022-11-20,Content View,Romance
27,2022-11-28,Help Request,
28,2023-08-28,Help Request,
28,2023-09-12,Help Request,
28,2023-06-06,Content View,Documentary
28,2022-11-05,Content View,Thriller
28,2022-11-05,Content View,Documentary
28,2023-04-02,Help Request,
28,2022-10-23,Help Request,
28,2023-02-16,Help Request,
28,2023-01-11,Content View,Horror
28,2023-09-10,Help Request,
28,2023-03-06,Content View,Documentary
28,2023-03-20,Content View,Action
28,2023-06-22,Help Request,
28,2022-12-10,Content View,Action
28,2023-07-25,Content View,Thriller
28,2023-07-04,Content View,Comedy
28,2023-07-05,Help Request,
28,2023-06-21,Content View,Horror
29,2022-04-04,Content View,Action
29,2022-06-09,Content View,Documentary
29,2022-07-20,Help Request,
29,2022-10-01,Help Request,
29,2022-09-20,Content View,Documentary
29,2022-09-28,Content View,Drama
29,2022-04-22,Content View,Documentary
29,2022-11-15,Content View,Documentary
29,2022-05-15,Help Request,
29,2022-08-30,Help Request,
29,2022-03-15,Content View,Documentary
29,2022-07-21,Help Request,
29,2022-09-24,Content View,Action
30,2022-09-06,Help Request,
30,2022-04-18,Content View,Thriller
30,2022-06-29,Content View,Romance
30,2022-10-04,Help Request,
30,2022-06-05,Content View,Thriller
30,2022-12-06,Help Request,
30,2022-06-22,Content View,Comedy
30,2023-02-12,Help Request,
30,2022-06-08,Content View,Thriller
30,2022-12-02,Content View,Thriller
30,2022-10-02,Help Request,
31,2023-04-19,Help Request,
31,2023-04-10,Content View,Action
31,2023-05-04,Content View,Horror
31,2023-09-01,Help Request,
31,2023-04-29,Content View,Comedy
31,2023-05-12,Help Request,
31,2022-12-19,Help Request,
31,2023-07-07,Help Request,
31,2023-06-17,Content View,Drama
32,2022-10-21,Content View,Comedy
32,2022-12-31,Content View,Drama
32,2023-01-07,Content View,Drama
32,2023-01-16,Help Request,
32,2022-11-08,Help Request,
32,2022-10-08,Content View,Comedy
32,2023-05-09,Help Request,
32,2023-04-29,Content View,Documentary
32,2023-03-31,Content View,Comedy
32,2023-05-31,Content View,Romance
32,2023-03-28,Content View,Horror
32,2023-08-18,Help Request,
32,2023-03-01,Content View,Thriller
32,2022-12-05,Content View,Thriller
32,2023-03-28,Content View,Horror
32,2022-10-22,Content View,Thriller
32,2023-02-08,Content View,Thriller
32,2023-02-04,Content View,Comedy
32,2023-04-25,Content View,Documentary
32,2023-04-08,Content View,Action
32,2022-10-07,Content View,Action
32,2023-05-28,Content View,Romance
32,2023-08-27,Help Request,
32,2023-07-26,Help Request,
33,2022-12-18,Help Request,
33,2023-04-06,Content View,Horror
33,2023-01-12,Help Request,
33,2023-08-24,Content View,Drama
33,2022-10-17,Help Request,
33,2023-07-19,Help Request,
33,2022-12-12,Content View,Drama
33,2022-12-26,Help Request,
33,2023-05-11,Help Request,
33,2023-05-22,Content View,Documentary
34,2023-01-16,Help Request,
34,2022-10-19,Help Request,
34,2022-10-30,Content View,Horror
34,2022-11-18,Help Request,
34,2022-09-17,Content View,Comedy
34,2022-11-01,Content View,Comedy
34,2022-08-05,Content View,Drama
34,2022-12-15,Help Request,
34,2022-06-07,Help Request,
34,2022-05-28,Help Request,
34,2022-09-04,Help Request,
34,2022-11-18,Content View,Romance
34,2022-05-27,Help Request,
34,2022-06-05,Help Request,
34,2022-09-13,Content View,Horror
34,2022-10-29,Content View,Horror
35,2022-12-29,Content View,Romance
35,2022-12-29,Help Request,
35,2023-05-31,Help Request,
35,2023-03-28,Content View,Horror
35,2023-03-26,Help Request,
35,2023-02-21,Help Request,
35,2022-10-27,Help Request,
35,2023-03-25,Content View,Romance
35,2023-07-16,Content View,Thriller
35,2023-04-17,Content View,Thriller
35,2023-05-12,Help Request,
35,2022-11-05,Content View,Action
35,2022-10-29,Help Request,
35,2023-05-07,Content View,Thriller
35,2023-02-07,Content View,Action
35,2023-02-09,Help Request,
35,2022-08-21,Content View,Thriller
35,2022-09-01,Content View,Documentary
35,2023-05-10,Help Request,
35,2023-03-19,Content View,Comedy
35,2023-02-04,Help Request,
35,2022-10-13,Content View,Documentary
36,2022-12-05,Content View,Documentary
36,2023-03-16,Content View,Comedy
36,2023-11-21,Content View,Drama
36,2022-12-12,Content View,Romance
36,2023-07-21,Content View,Action
36,2023-02-06,Content View,Thriller
36,2023-02-26,Help Request,
36,2023-03-02,Help Request,
36,2023-01-25,Help Request,
37,2022-04-13,Content View,Comedy
37,2022-04-19,Content View,Action
37,2022-11-08,Content View,Romance
37,2023-02-05,Content View,Thriller
37,2022-10-02,Help Request,
37,2022-07-19,Content View,Documentary
37,2022-04-19,Help Request,
37,2022-04-23,Help Request,
37,2022-11-12,Help Request,
37,2023-01-17,Help Request,
37,2023-02-03,Help Request,
37,2023-03-24,Content View,Comedy
37,2022-05-07,Help Request,
37,2022-12-15,Help Request,
37,2022-05-26,Content View,Documentary
37,2022-12-28,Content View,Horror
37,2022-04-03,Content View,Romance
37,2022-04-02,Help Request,
37,2022-11-14,Help Request,
37,2022-10-02,Content View,Documentary
37,2022-12-09,Help Request,
38,2023-02-25,Help Request,
38,2023-02-26,Help Request,
38,2022-11-19,Content View,Drama
38,2023-08-05,Help Request,
38,2023-04-19,Help Request,
38,2023-02-19,Content View,Documentary
39,2022-07-28,Content View,Documentary
39,2022-10-11,Content View,Thriller
39,2022-11-16,Help Request,
39,2022-10-02,Content View,Horror
39,2022-08-26,Content View,Documentary
39,2022-07-24,Content View,Documentary
39,2022-12-09,Content View,Action
39,2023-02-09,Help Request,
39,2022-07-29,Content View,Drama
39,2022-10-17,Help Request,
40,2022-11-25,Content View,Action
40,2022-10-14,Content View,Romance
40,2022-08-01,Content View,Horror
40,2022-08-14,Help Request,
40,2023-02-18,Content View,Documentary
40,2022-05-30,Help Request,
40,2022-05-19,Content View,Thriller
40,2022-07-15,Content View,Romance
40,2022-12-09,Help Request,
40,2022-10-14,Content View,Action
40,2023-03-30,Content View,Thriller
40,2022-05-04,Help Request,
40,2022-06-07,Content View,Thriller
40,2022-05-18,Content View,Comedy
40,2022-10-08,Content View,Documentary
40,2022-06-08,Help Request,
40,2022-12-15,Help Request,
40,2022-11-16,Content View,Comedy
40,2022-08-06,Help Request,
40,2023-02-06,Help Request,
40,2023-02-19,Content View,Romance
40,2022-09-20,Help Request,
40,2023-03-29,Help Request,
40,2022-05-26,Content View,Documentary
41,2022-05-30,Content View,Romance
41,2023-04-23,Help Request,
41,2023-04-01,Help Request,
41,2022-10-04,Content View,Documentary
41,2023-01-19,Help Request,
41,2023-03-26,Help Request,
41,2022-10-23,Content View,Comedy
41,2022-11-27,Content View,Romance
41,2022-06-07,Content View,Thriller
41,2022-12-08,Help Request,
41,2022-08-09,Help Request,
41,2023-03-28,Help Request,
41,2023-04-22,Content View,Thriller
41,2022-11-06,Help Request,
41,2022-05-01,Help Request,
41,2022-08-29,Content View,Comedy
41,2022-10-01,Help Request,
41,2022-11-13,Help Request,
41,2022-09-14,Help Request,
41,2022-11-09,Content View,Comedy
41,2022-09-25,Help Request,
41,2022-09-13,Content View,Thriller
41,2023-03-04,Content View,Comedy
41,2022-07-02,Content View,Horror
41,2022-11-28,Content View,Drama
41,2023-04-04,Content View,Documentary
41,2022-10-02,Help Request,
41,2022-08-19,Help Request,
42,2023-03-07,Help Request,
42,2023-01-28,Content View,Thriller
42,2022-06-14,Help Request,
42,2022-05-12,Help Request,
42,2022-05-27,Content View,Horror
42,2022-07-09,Content View,Drama
42,2022-07-21,Help Request,
42,2022-10-29,Help Request,
42,2022-06-18,Help Request,
42,2023-03-21,Content View,Comedy
42,2022-05-06,Help Request,
42,2022-06-10,Help Request,
42,2023-03-10,Help Request,
42,2022-09-05,Help Request,
43,2022-11-16,Content View,Romance
43,2022-09-28,Help Request,
43,2023-05-04,Help Request,
43,2022-09-11,Help Request,
43,2022-10-21,Help Request,
43,2023-03-14,Content View,Drama
43,2022-08-15,Content View,Thriller
43,2022-08-03,Help Request,
43,2022-09-20,Help Request,
43,2023-02-13,Content View,Thriller
43,2022-10-01,Help Request,
43,2022-11-07,Help Request,
43,2023-04-10,Content View,Thriller
43,2022-12-29,Help Request,
43,2023-04-24,Help Request,
43,2022-09-18,Content View,Romance
43,2022-08-27,Content View,Comedy
43,2023-02-26,Help Request,
43,2022-12-28,Help Request,
43,2023-04-19,Content View,Action
43,2023-01-08,Content View,Action
43,2023-01-27,Content View,Action
43,2023-04-08,Help Request,
44,2023-09-02,Help Request,
44,2023-02-02,Help Request,
44,2023-01-03,Content View,Horror
44,2023-07-05,Help Request,
44,2023-06-07,Help Request,
44,2023-09-21,Help Request,
44,2023-08-04,Help Request,
44,2023-07-30,Help Request,
44,2023-11-09,Content View,Action
44,2023-03-03,Content View,Romance
44,2023-06-17,Content View,Horror
44,2022-11-17,Content View,Documentary
45,2022-08-08,Content View,Documentary
45,2022-12-25,Content View,Drama
45,2022-05-05,Content View,Romance
45,2022-05-09,Content View,Horror
45,2022-08-10,Content View,Thriller
45,2022-05-14,Help Request,
45,2023-01-17,Help Request,
45,2023-01-08,Help Request,
45,2022-08-03,Help Request,
45,2022-12-02,Content View,Horror
45,2022-08-29,Content View,Thriller
45,2022-05-18,Content View,Drama
45,2022-11-05,Content View,Documentary
45,2022-09-24,Help Request,
45,2022-09-03,Content View,Thriller
45,2023-01-13,Help Request,
45,2022-09-04,Content View,Documentary
45,2023-04-22,Help Request,
45,2022-11-22,Help Request,
45,2022-12-05,Help Request,
46,2022-05-30,Help Request,
46,2022-12-26,Help Request,
46,2022-12-17,Help Request,
46,2022-11-18,Help Request,
46,2022-09-21,Content View,Thriller
46,2022-08-25,Help Request,
46,2022-04-18,Content View,Action
47,2023-07-08,Help Request,
47,2022-10-18,Content View,Horror
47,2023-01-27,Help Request,
47,2023-01-01,Content View,Thriller
47,2022-11-20,Content View,Romance
47,2023-05-02,Content View,Action
47,2023-05-20,Help Request,
47,2023-05-03,Help Request,
47,2022-10-09,Content View,Documentary
47,2022-09-20,Content View,Romance
47,2023-02-21,Help Request,
47,2022-12-06,Content View,Horror
47,2023-07-13,Help Request,
47,2023-02-11,Content View,Documentary
47,2023-06-03,Help Request,
47,2022-12-25,Content View,Thriller
47,2023-03-19,Content View,Thriller
47,2023-06-02,Help Request,
47,2022-12-24,Help Request,
48,2022-11-11,Content View,Action
48,2023-06-12,Content View,Horror
48,2023-05-01,Content View,Drama
48,2023-02-14,Content View,Action
48,2023-01-02,Help Request,
48,2022-11-18,Help Request,
48,2023-02-22,Help Request,
48,2023-08-27,Help Request,
48,2022-11-07,Content View,Romance
48,2023-09-02,Content View,Documentary
48,2023-07-11,Help Request,
48,2023-09-12,Help Request,
48,2023-03-06,Help Request,
48,2023-05-06,Help Request,
48,2022-12-25,Help Request,
48,2023-07-05,Content View,Documentary
49,2023-02-25,Content View,Romance
49,2022-11-07,Content View,Action
49,2023-01-07,Content View,Drama
49,2023-06-07,Content View,Documentary
49,2023-01-03,Help Request,
49,2023-07-19,Help Request,
49,2023-06-18,Content View,Drama
49,2023-07-10,Content View,Romance
49,2023-03-27,Content View,Action
49,2023-08-05,Help Request,
49,2022-10-16,Help Request,
49,2022-11-12,Help Request,
49,2023-05-27,Help Request,
49,2023-09-01,Content View,Romance
49,2022-11-30,Content View,Horror
49,2023-05-18,Content View,Thriller
49,2022-11-06,Content View,Romance
49,2023-05-31,Content View,Action
49,2022-11-08,Help Request,
49,2022-10-25,Content View,Horror
49,2023-02-01,Content View,Documentary
49,2023-08-28,Content View,Documentary
49,2023-03-25,Content View,Drama
49,2023-07-26,Content View,Drama
50,2023-01-14,Help Request,
50,2022-08-16,Help Request,
50,2023-04-09,Content View,Horror
50,2023-05-10,Help Request,
50,2022-08-27,Help Request,
50,2022-07-29,Content View,Drama
51,2023-01-17,Help Request,
51,2023-03-25,Help Request,
51,2023-08-11,Content View,Action
51,2023-01-29,Help Request,
51,2023-05-28,Content View,Documentary
51,2023-10-29,Content View,Documentary
51,2023-01-19,Help Request,
51,2023-03-08,Content View,Action
51,2023-11-29,Help Request,
51,2023-07-04,Help Request,
51,2023-06-02,Content View,Horror
51,2023-12-18,Content View,Horror
51,2023-09-10,Help Request,
51,2023-05-24,Help Request,
51,2023-02-21,Help Request,
51,2023-09-10,Help Request,
51,2023-10-01,Help Request,
51,2023-12-19,Content View,Drama
51,2023-03-25,Content View,Drama
51,2023-12-12,Help Request,
51,2023-05-13,Content View,Thriller
